epoch,acc,loss
0,0.65839030005177435,0.33249738210119739
1,0.69358324256529491,0.24006237432017513
2,0.69849614208233524,0.22794194240209126
3,0.60858214285105561,0.21517234556929779
4,0.70462624054628009,0.28352178486277851
5,0.77165159721227305,0.20926168914631937
6,0.71557221680058136,0.13663272059533191
7,0.67203528319987604,0.15234239081962425
8,0.78050716454690983,0.16256151752126757
9,0.89829326930619124,0.20227428303115377
10,0.77955457372597059,0.20282648265217287
11,0.87617199073881402,0.19835715690443825
12,0.86027783527198143,0.1604965293542471
13,0.67410805061147394,0.2180699361616851
14,0.68396031041392413,0.1596816484080924
15,0.69398015551162262,0.18644328337215055
16,0.57856670802391352,0.26438763910853857
17,0.54788093107275038,0.27229755829104008
18,0.58186549508716201,0.19087173662422205
19,0.88059977461971017,0.21450531927250746
20,0.74534950335930039,0.23390739749102316
21,0.57004631173058673,0.18239056319656238
22,0.66583462124294057,0.21524820872912573
23,0.59360529654015515,0.19073289532239368
24,0.69158103747102362,0.21731828300638617
25,0.53704079933177018,0.17774030161528312
26,0.53969570578918957,0.16265665302798199
27,0.52209923428369331,0.18403475090013
28,0.62510253911638736,0.1642914667719447
29,0.738610804395744,0.17252628878030524
30,0.64722381686362573,0.23065287470929852
31,0.55485777819761239,0.22086388032851884
32,0.4935656074251335,0.26981705052201138
33,0.53950165902175085,0.24416254820366728
34,0.61530320062724075,0.1811114200326292
35,0.62522602336672206,0.14755908395002112
36,0.56607718269577889,0.16844131944539806
37,0.59015656526388383,0.18664218266289589
38,0.55512238719431806,0.18212419254724443
39,0.52635061242154568,0.23677828778680471
40,0.50734289498221385,0.18439600231343894
41,0.54751930022778561,0.17160368572195356
42,0.51857994005921915,0.21014925756593936
43,0.5714487375228644,0.17305702591024399
44,0.53183683077647637,0.15204016262570993
45,0.53421830768424861,0.21279738769379167
46,0.62610805089050514,0.24153600851742763
47,0.58381477868149534,0.15066343343706493
48,0.74933627209563503,0.2662129535965656
49,0.68067034241514401,0.22935389945231235
50,0.67059757573799106,0.17987480009530507
51,0.69129878775090337,0.16367131294287549
52,0.57095480079950545,0.22655080549504711
53,0.49865491258730044,0.26569825527096025
54,0.49478280703445782,0.26219403952452819
55,0.53547960874001277,0.21406298850437752
56,0.522108054550112,0.27188884333925606
57,0.58363837292662268,0.27129887826760785
58,0.55408159276024904,0.20845609443441712
59,0.49860199084355522,0.19728045409032985
60,0.50998898090969236,0.21929243194798487
61,0.56859096409007492,0.22759372163804542
62,0.68587431152771172,0.15777553477310979
63,0.70847188539712669,0.18922881536289957
64,0.67503417928005915,0.17836915261695221
65,0.82203307195035735,0.16006948020739703
66,0.53369791118286414,0.1557354960812444
67,0.51319956555781843,0.21497489812676723
68,0.49284234403381011,0.24320747564734244
69,0.48416318176008244,0.26258282344530537
70,0.46457332529267242,0.26792323607265045
71,0.48008820937710273,0.26988587353433841
72,0.62676957228677932,0.2315096635212045
73,0.55178831909956716,0.18738567250944294
74,0.52938479100461833,0.20251807947365416
75,0.51337597096176635,0.25305154681528813
76,0.57357442607953246,0.26453046447510131
77,0.50302095427534155,0.26531695573852188
78,0.56316648776699452,0.22548869618945164
79,0.60264608986913959,0.22286980332002734
80,0.58998015934997772,0.17066147965241196
81,0.52900551878761959,0.19547792100375946
82,0.5036030935886282,0.16859767043545301
83,0.47771555257211579,0.25665024182841834
84,0.52442778991299133,0.19704958640571568
85,0.49778170446839592,0.19883190257079852
86,0.53820507781902516,0.15121200285551289
87,0.52099669862345532,0.17731650452203807
88,0.48879383242117136,0.24211711105237185
89,0.55255568367643682,0.23812880012401927
90,0.51179713982797115,0.22983450260122543
91,0.57659978500866182,0.22590947004110132
92,0.63622492149160081,0.17450738969473736
93,0.50729879332745353,0.24811840934172508
94,0.55606615774620982,0.18132862270421879
95,0.53360970851999134,0.20363508109293074
96,0.49960750378676522,0.27167039739606802
97,0.59728335669837163,0.24156615791598479
98,0.59287321326816755,0.26386851165859915
99,0.49451819827235916,0.27510523167605
100,0.49351268545729587,0.27684504500903989
101,0.67531642917038459,0.27322796820889861
102,0.48529217834378024,0.27865154145196419
103,0.46598457131851073,0.28391386834691168
104,0.50433517711099485,0.26029813459804801
105,0.48128776838458753,0.28322644927843338
106,0.50900110830545686,0.26972308418496771
107,0.57442117286885064,0.21101161175893091
108,0.52356340161954951,0.2168791349602936
109,0.53725248597488384,0.24017803401473292
110,0.50084234356880186,0.18892598771229935
111,0.54445866000297449,0.21752785112201428
112,0.82965379907383019,0.21056181679274241
113,0.74402645948703394,0.24391787587600425
114,0.50511136200488471,0.27875107499629775
115,0.52926130570742369,0.26495345013529675
116,0.57689085281736396,0.25677815444534369
117,0.61505623234146356,0.23295278063156208
118,0.70779272304480234,0.16899681887693563
119,0.62893054280417759,0.21970706346732294
120,0.78696361358925426,0.171314368652321
121,0.64716207498949441,0.27210405256338782
122,0.61067255056285541,0.22901565447896077
123,0.49970452677848715,0.22522868684976455
124,0.62119515163435823,0.22523882039124071
125,0.55544873635324643,0.2601187191696907
126,0.54953032431226578,0.2543533119766806
127,0.85069900240498575,0.25216872194642542
128,0.55311136063102062,0.25849451958627517
129,0.50147740439056954,0.19098579736519175
130,0.53344212241446165,0.27540999494182328
131,0.66698125857436796,0.19375417204441689
132,0.53044322486420581,0.20305739162570513
