service,flag,src_bytes,dst_bytes,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,classe,posicaoOriginal
domain_u,SF,44,161,0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0,18705.0
http,SF,141,4030,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,110266.0
private,REJ,0,0,0,0.0,0.0,0.02,0.06,0.0,0.0,0.0,1,111085.0
telnet,S0,0,0,0,1.0,1.0,0.22,0.1,0.0,1.0,1.0,1,27942.0
private,RSTR,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,10320.0
login,RSTO,0,0,0,0.0,0.0,0.15,0.05,0.0,0.0,0.0,1,15582.0
domain_u,SF,43,43,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,36736.0
http,SF,218,4546,1,0.0,0.0,1.0,0.0,0.08,0.0,0.0,0,92859.0
private,REJ,0,0,0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,1,63212.0
ftp_data,SF,319,0,1,0.0,0.0,1.0,0.0,0.03,0.0,0.0,0,71654.0
finger,S0,0,0,0,1.0,1.0,0.25,0.2,0.0,1.0,1.0,1,112304.0
eco_i,SF,30,0,0,0.0,0.0,0.12,0.38,0.0,0.0,0.0,0,59116.0
other,REJ,0,0,0,0.23,0.0,0.0,1.0,0.0,0.18,0.0,1,2764.0
smtp,SF,1505,330,1,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0,100912.0
other,REJ,0,0,0,0.08,0.0,0.0,1.0,0.0,0.06,0.0,1,82958.0
http,SF,197,7643,1,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0,72664.0
http,SF,198,450,1,0.25,0.25,1.0,0.0,0.01,0.01,0.0,0,21133.0
http,SF,312,2305,1,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0,66129.0
http,SF,320,1038,1,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0,54175.0
ftp_data,SF,1470,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,23959.0
http,REJ,0,0,0,0.0,0.0,1.0,0.0,0.28,0.0,0.0,0,119454.0
other,SF,146,105,0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0,89.0
efs,REJ,0,0,0,0.0,0.0,0.07,0.06,0.0,0.0,0.0,1,8922.0
http,SF,329,753,1,0.0,0.0,1.0,0.0,0.22,0.0,0.0,0,63247.0
http,SF,319,494,1,0.0,0.0,1.0,0.0,0.04,0.05,0.0,0,45726.0
ldap,S0,0,0,0,1.0,1.0,0.08,0.05,0.0,1.0,1.0,1,74815.0
private,S0,0,0,0,1.0,1.0,0.09,0.11,0.0,1.0,1.0,1,121980.0
eco_i,SF,8,0,0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1,57210.0
csnet_ns,S0,0,0,0,1.0,1.0,0.0,0.06,0.0,1.0,1.0,1,86788.0
