12597,12534,63,99.499880924,0.50011907597
12597,12508,89,99.2934825752,0.706517424784
12597,12452,145,98.8489322855,1.15106771454
12597,12519,78,99.3808049536,0.61919504644
12597,12516,81,99.3569897595,0.643010240533
12597,12563,34,99.7300944669,0.269905533063
12597,12513,84,99.3331745654,0.666825434627
12597,12517,80,99.3649281575,0.635071842502
12597,12521,76,99.3966817496,0.603318250377
12597,12560,37,99.7062792728,0.293720727157
12597,12546,51,99.5951417004,0.404858299595
12597,12457,140,98.8886242756,1.11137572438
12598,12525,73,99.4205429433,0.579457056676
12597,12553,44,99.6507104866,0.349289513376
12598,12530,68,99.4602317828,0.539768217177
12597,12563,34,99.7300944669,0.269905533063
12598,12508,90,99.285600889,0.71439911097
12598,12528,70,99.444356247,0.555643752977
12598,12519,79,99.3729163359,0.627083664074
12598,12505,93,99.2617875853,0.738212414669
