service,flag,src_bytes,dst_bytes,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,classe,posicaoOriginal
domain_u,SF,46,80,0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0,4889.0
private,S0,0,0,0,1.0,1.0,0.08,0.05,0.0,1.0,1.0,1,54941.0
private,S0,0,0,0,1.0,1.0,0.03,0.1,0.0,1.0,1.0,1,90924.0
http,REJ,0,0,0,0.0,0.0,1.0,0.0,0.07,0.0,0.0,0,104533.0
http,SF,216,2916,1,0.0,0.0,1.0,0.0,0.07,0.0,0.0,0,113540.0
http,SF,203,385,1,0.0,0.0,1.0,0.0,0.02,0.0,0.0,0,56184.0
http,SF,312,981,1,0.0,0.0,1.0,0.0,0.03,0.0,0.0,0,9679.0
private,S0,0,0,0,1.0,1.0,0.04,0.06,0.0,1.0,1.0,1,77968.0
http,SF,330,2244,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,38050.0
domain_u,SF,44,44,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,68860.0
http,SF,341,2043,1,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0,50339.0
http,SF,258,908,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,105760.0
uucp_path,S0,0,0,0,1.0,1.0,0.1,0.06,0.0,1.0,1.0,1,121233.0
domain_u,SF,43,107,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,86578.0
smtp,SF,1166,329,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,110263.0
domain_u,SF,46,134,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,20901.0
smtp,SF,1073,330,1,0.0,0.0,1.0,0.0,0.02,0.0,0.0,0,81118.0
http,SF,222,1427,1,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0,36671.0
other,SF,147,105,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,44276.0
telnet,SF,235,6842,1,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0,78858.0
supdup,REJ,0,0,0,0.0,0.0,0.07,0.06,0.0,0.0,0.0,1,4573.0
http,SF,356,1805,1,0.0,0.0,1.0,0.0,0.02,0.0,0.0,0,65014.0
