12597,6772,5825,53.7588314678,46.2411685322
12597,6784,5813,53.8540922442,46.1459077558
12597,6828,5769,54.2033817576,45.7966182424
12608,6714,5894,53.2519035533,46.7480964467
12599,6724,5875,53.369315025,46.630684975
12597,6772,5825,53.7588314678,46.2411685322
12597,6784,5813,53.8540922442,46.1459077558
12597,6828,5769,54.2033817576,45.7966182424
12608,6714,5894,53.2519035533,46.7480964467
12599,6724,5875,53.369315025,46.630684975
12597,12043,554,95.6021274907,4.39787250933
12597,12052,545,95.673573073,4.32642692705
12597,12017,580,95.3957291419,4.60427085814
12597,12057,540,95.7132650631,4.28673493689
12597,12079,518,95.8879098198,4.1120901802
12597,12049,548,95.6497578789,4.35024212114
12597,12066,531,95.7847106454,4.21528935461
12598,12031,567,95.4992856009,4.50071439911
12598,12067,531,95.7850452453,4.21495475472
12598,12079,519,95.8802984601,4.11970153993
