12597,12129,468,96.2848297214,3.71517027864
12597,12488,109,99.1347146146,0.865285385409
12597,12195,402,96.8087639914,3.19123600857
12597,12087,510,95.951417004,4.04858299595
12597,12126,471,96.2610145273,3.73898547273
12597,12093,504,95.9990473922,4.00095260776
12597,12311,286,97.7296181631,2.27038183695
12598,12230,368,97.0789014129,2.92109858708
12598,12116,482,96.1739958724,3.82600412764
12598,12180,418,96.6820130179,3.31798698206
12597,12063,534,95.7608954513,4.2391045487
12597,12505,92,99.2696673811,0.730332618878
12597,12135,462,96.3324601095,3.66753989045
12597,12378,219,98.2614908312,1.73850916885
12597,12394,203,98.3885051997,1.61149480035
12597,12229,368,97.0786695245,2.92133047551
12597,11742,855,93.2126696833,6.78733031674
12597,12402,195,98.4520123839,1.5479876161
12597,12311,286,97.7296181631,2.27038183695
12598,12234,364,97.1106524845,2.88934751548
12597,12222,375,97.0231007383,2.97689926173
12598,12182,416,96.6978885537,3.30211144626
12597,12087,510,95.951417004,4.04858299595
12598,12024,574,95.4437212256,4.55627877441
12597,12153,444,96.4753512741,3.52464872589
12597,12176,421,96.6579344288,3.34206557117
12597,12225,372,97.0469159324,2.95308406764
12598,12273,325,97.4202254326,2.57977456739
12598,11756,842,93.3163994285,6.68360057152
12598,12156,442,96.4915065883,3.50849341165
